Car Name,Car Link,Price,Make,Model,YOM,Mileage (km),Gear,Fuel Type,Options,Engine (cc)
Chery QQ 2008 Car,https://riyasewana.com/buy/chery-qq-sale-kandy-7507738,"Rs. 1,245,000",Chery,QQ,2008,58000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",812
Nissan FB13 1995 Car,https://riyasewana.com/buy/nissan-fb13-sale-galle-7507714,"Rs. 1,850,000",Nissan,FB13,1995,1175008,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1499
Suzuki Alto 2014 Car,https://riyasewana.com/buy/suzuki-alto-sale-avissawella-7507701,"Rs. 2,790,000",Suzuki,Alto,2014,108000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Toyota Premio G SUPERIOR 2018 Car,https://riyasewana.com/buy/toyota-premio-g-sale-matara-7507691,"Rs. 16,500,000",Toyota,Premio G SUPERIOR,2018,49000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mazda Familia 1987 Car,https://riyasewana.com/buy/mazda-familia-sale-badulla-7507679,"Rs. 995,000",Mazda,Familia,1987,9999,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
Suzuki Alto 2015 Car,https://riyasewana.com/buy/suzuki-alto-sale-mulleriyawa-7507674,Negotiable,Suzuki,Alto,2015,59000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Suzuki Alto K10 2015 Car,https://riyasewana.com/buy/suzuki-alto-k10-sale-colombo-7507651,"Rs. 3,775,000",Suzuki,Alto K10,2015,58000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Toyota Vitz 2019 Car,https://riyasewana.com/buy/toyota-vitz-sale-kegalle-7507639,"Rs. 9,500,000",Toyota,Vitz,2019,49000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Toyota Aqua 2013 Car,https://riyasewana.com/buy/toyota-aqua-sale-embilipitiya-7507622,"Rs. 6,700,000",Toyota,Aqua,2013,154000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Allion 240 2003 Car,https://riyasewana.com/buy/toyota-allion-240-sale-hambantota-7507621,"Rs. 5,800,000",Toyota,Allion 240,2003,170000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan N17 2007 Car,https://riyasewana.com/buy/nissan-n17-sale-minuwangoda-7507618,"Rs. 3,475,000",Nissan,N17,2007,215000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1295
Toyota Dx Corolla 1987 Car,https://riyasewana.com/buy/toyota-dx-corolla-sale-balangoda-7507607,"Rs. 1,050,000",Toyota,Dx Corolla,1987,1234,Manual,Petrol,AIR CONDITION,1300
Nissan FB13 1998 Car,https://riyasewana.com/buy/nissan-fb13-sale-kuliyapitiya-7507597,Negotiable,Nissan,FB13,1998,-,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Mitsubishi Lancer Wagon 1986 Car,https://riyasewana.com/buy/mitsubishi-lancer-wagon-sale-kalutara-7507589,"Rs. 485,000",Mitsubishi,Lancer Wagon,1986,1111,Manual,Petrol,-,1400
Toyota Prius 2011 Car,https://riyasewana.com/buy/toyota-prius-sale-gampaha-7507582,"Rs. 7,275,000",Toyota,Prius,2011,110000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Honda N WGN 2018 Car,https://riyasewana.com/buy/honda-n-wgn-sale-colombo-7507573,"Rs. 5,550,000",Honda,N WGN,2018,103000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Nissan N17 2012 Car,https://riyasewana.com/buy/nissan-n17-sale-padukka-7507572,"Rs. 7,400,000",Nissan,N17,2012,41000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Maruti 2004 Car,https://riyasewana.com/buy/suzuki-maruti-sale-trincomalee-7507568,"Rs. 1,290,000",Suzuki,Maruti,2004,-,Manual,Petrol,AIR CONDITION,800
Toyota Corolla 121 2007 Car,https://riyasewana.com/buy/toyota-corolla-121-sale-ratnapura-7507561,"Rs. 4,750,000",Toyota,Corolla 121,2007,161000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan March K10 1988 Car,https://riyasewana.com/buy/nissan-march-k10-sale-colombo-7507556,"Rs. 1,170,000",Nissan,March K10,1988,145000,Manual,Petrol,AIR CONDITION,1000
Suzuki Maruti 2005 Car,https://riyasewana.com/buy/suzuki-maruti-sale-kadawatha-7507548,"Rs. 1,395,000",Suzuki,Maruti,2005,85000,Manual,Petrol,AIR CONDITION,800
Toyota COROLLA CE110 1997 Car,https://riyasewana.com/buy/toyota-corolla-ce110-sale-kandy-7507547,"Rs. 2,595,000",Toyota,COROLLA CE110,1997,275000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Toyota Premio 260 2009 Car,https://riyasewana.com/buy/toyota-premio-260-sale-mawanella-7507543,"Rs. 9,200,000",Toyota,Premio 260,2009,174000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Swift 2009 Car,https://riyasewana.com/buy/suzuki-swift-sale-puttalam-7507542,"Rs. 4,650,000",Suzuki,Swift,2009,135000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1300
BMW 235i Msport Coupe 2016 Car,https://riyasewana.com/buy/bmw-235i-msport-sale-colombo-7507539,"Rs. 21,000,000",BMW,235i Msport Coupe,2016,55000,Automatic,Petrol,-,2000
Suzuki Wagon R FZ 2016 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-katunayake-7507538,"Rs. 5,125,000",Suzuki,Wagon R FZ,2016,132600,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",650
Suzuki Swift 2003 Car,https://riyasewana.com/buy/suzuki-swift-sale-gampola-7507532,"Rs. 3,490,000",Suzuki,Swift,2003,163000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Nissan B11 1985 Car,https://riyasewana.com/buy/nissan-b11-sale-gampaha-7507526,"Rs. 625,000",Nissan,B11,1985,250000,Manual,Petrol,-,1300
Honda Fit GP1 2012 Car,https://riyasewana.com/buy/honda-fit-gp1-sale-colombo-7507515,"Rs. 5,890,000",Honda,Fit GP1,2012,110000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1330
Toyota Allion 2006 Car,https://riyasewana.com/buy/toyota-allion-sale-kandy-7507511,"Rs. 7,150,000",Toyota,Allion,2006,135000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Suzuki Alto 2011 Car,https://riyasewana.com/buy/suzuki-alto-sale-gampaha-7507502,"Rs. 2,295,000",Suzuki,Alto,2011,110000,Manual,Petrol,-,800
Mitsubishi CB8 1997 Car,https://riyasewana.com/buy/mitsubishi-cb8-sale-kurunegala-7507490,"Rs. 1,980,000",Mitsubishi,CB8,1997,213000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER WINDOW",1790
Toyota Vitz 2017 Car,https://riyasewana.com/buy/toyota-vitz-sale-colombo-7507488,"Rs. 7,800,000",Toyota,Vitz,2017,59000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Wagon R FX 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-kottawa-7507465,"Rs. 5,250,000",Suzuki,Wagon R FX,2017,147000,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",690
Volkswagen Beetle 1975 Car,https://riyasewana.com/buy/volkswagen-beetle-sale-kotte-7507459,"Rs. 3,400,000",Volkswagen,Beetle,1975,86000,Manual,Petrol,AIR CONDITION,1300
Toyota Premio 2010 Car,https://riyasewana.com/buy/toyota-premio-sale-matara-7507452,"Rs. 9,375,000",Toyota,Premio,2010,160000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Zotye Z100 2017 Car,https://riyasewana.com/buy/zotye-z100-sale-kurunegala-7507451,"Rs. 2,675,000",Zotye,Z100,2017,29900,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Toyota Elephant Back 1997 Car,https://riyasewana.com/buy/toyota-elephant-back-sale-ampara-7507450,Negotiable,Toyota,Elephant Back,1997,125000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1300
Nissan Primera 1997 Car,https://riyasewana.com/buy/nissan-primera-sale-ratnapura-7507445,"Rs. 2,375,000",Nissan,Primera,1997,189000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1830
Suzuki Alto Sport 2011 Car,https://riyasewana.com/buy/suzuki-alto-sport-sale-kandy-7507412,"Rs. 2,380,000",Suzuki,Alto Sport,2011,113000,Manual,Petrol,-,800
Nissan BlueBird 1999 Car,https://riyasewana.com/buy/nissan-bluebird-sale-balangoda-7507410,"Rs. 1,780,000",Nissan,BlueBird,1999,148000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1970
Micro Panda 2014 Car,https://riyasewana.com/buy/micro-panda-sale-chilaw-7507409,"Rs. 2,295,000",Micro,Panda,2014,68850,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Toyota Carina CT210 1996 Car,https://riyasewana.com/buy/toyota-carina-ct210-sale-galle-7507401,Negotiable,Toyota,Carina CT210,1996,250000,Automatic,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Suzuki ALTO 2005 Car,https://riyasewana.com/buy/suzuki-alto-sale-matara-7507384,"Rs. 2,150,000",Suzuki,ALTO,2005,96000,Manual,Petrol,-,900
Mazda Familia 2003 Car,https://riyasewana.com/buy/mazda-familia-sale-gampaha-7507377,"Rs. 3,525,000",Mazda,Familia,2003,150250,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Carina Ti 1998 Car,https://riyasewana.com/buy/toyota-carina-ti-sale-minuwangoda-7507372,Negotiable,Toyota,Carina Ti,1998,11111,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Vitz 2010 Car,https://riyasewana.com/buy/toyota-vitz-sale-negombo-7507365,Negotiable,Toyota,Vitz,2010,150000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Micro Panda 2015 Car,https://riyasewana.com/buy/micro-panda-sale-embilipitiya-7507362,"Rs. 2,250,000",Micro,Panda,2015,124000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Suzuki Wagon R Stingray 2018 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-7507352,"Rs. 6,280,000 (Ongoing Lease)",Suzuki,Wagon R Stingray,2018,76000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Hyundai Eon 2017 Car,https://riyasewana.com/buy/hyundai-eon-sale-matara-7507348,"Rs. 3,650,000",Hyundai,Eon,2017,72000,Manual,Petrol,"AIR CONDITION, POWER STEERING",800
Nissan N16 2002 Car,https://riyasewana.com/buy/nissan-n16-sale-puttalam-7507341,"Rs. 3,300,000",Nissan,N16,2002,129252,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Toyota Corolla AE110 1998 Car,https://riyasewana.com/buy/toyota-corolla-ae110-sale-ratnapura-7507328,Negotiable,Toyota,Corolla AE110,1998,140300,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Honda City 2004 Car,https://riyasewana.com/buy/honda-city-sale-kadawatha-7507299,"Rs. 3,285,000",Honda,City,2004,168400,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR",1500
Suzuki Alto K10 2015 Car,https://riyasewana.com/buy/suzuki-alto-k10-sale-homagama-7507298,"Rs. 3,495,000",Suzuki,Alto K10,2015,112000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",1000
Toyota Corolla 110 1999 Car,https://riyasewana.com/buy/toyota-corolla-110-sale-kuliyapitiya-7507289,"Rs. 3,650,000",Toyota,Corolla 110,1999,180000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Corolla CE96 Wagon 1991 Car,https://riyasewana.com/buy/toyota-corolla-ce96-sale-homagama-7507287,Negotiable,Toyota,Corolla CE96 Wagon,1991,200000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",2000
Toyota Raiz 2019 Car,https://riyasewana.com/buy/toyota-raiz-sale-gampaha-7507271,"Rs. 13,400,000",Toyota,Raiz,2019,76500,Automatic,Petrol,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1000
Nissan B11 1995 Car,https://riyasewana.com/buy/nissan-b11-sale-dompe-7507268,"Rs. 1,750,000",Nissan,B11,1995,126000,Manual,Petrol,AIR CONDITION,-
Hyundai Eon 2017 Car,https://riyasewana.com/buy/hyundai-eon-sale-batticaloa-7507269,"Rs. 3,975,000",Hyundai,Eon,2017,22000,Manual,Petrol,AIR CONDITION,810
Toyota Soluna 2000 Car,https://riyasewana.com/buy/toyota-soluna-sale-bandaragama-7507261,"Rs. 2,975,000",Toyota,Soluna,2000,141000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Suzuki Gemini 1988 Car,https://riyasewana.com/buy/suzuki-gemini-sale-hambantota-7507222,"Rs. 1,300,000",Suzuki,Gemini,1988,150000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1480
Suzuki Swift 2009 Car,https://riyasewana.com/buy/suzuki-swift-sale-kaduwela-7507196,"Rs. 4,775,000",Suzuki,Swift,2009,105000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Toyota Premio 2015 Car,https://riyasewana.com/buy/toyota-premio-sale-ampara-7507195,"Rs. 13,500,000",Toyota,Premio,2015,79000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Micro Panda Cross 2014 Car,https://riyasewana.com/buy/micro-panda-cross-sale-ratnapura-7507184,"Rs. 2,775,000",Micro,Panda Cross,2014,38000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Mercedes-Benz C180 2011 Car,https://riyasewana.com/buy/mercedes-benz-c180-sale-dompe-7507183,"Rs. 11,000,000",Mercedes-Benz,C180,2011,14000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Nissan AD Wagon 1985 Car,https://riyasewana.com/buy/nissan-ad-wagon-sale-wennappuwa-7507163,Negotiable,Nissan,AD Wagon,1985,111111,Manual,Petrol,AIR CONDITION,1
Nissan B11 1985 Car,https://riyasewana.com/buy/nissan-b11-sale-kandy-7507139,Negotiable,Nissan,B11,1985,62543,Manual,Petrol,"AIR CONDITION,POWER WINDOW",1500
Mitsubishi LANCER 1985 Car,https://riyasewana.com/buy/mitsubishi-lancer-sale-hambantota-7507131,"Rs. 900,000",Mitsubishi,LANCER,1985,-,Manual,Petrol,-,-
Toyota Aqua 2013 Car,https://riyasewana.com/buy/toyota-aqua-sale-colombo-7507120,"Rs. 6,250,000",Toyota,Aqua,2013,125000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan Sunny N17 2008 Car,https://riyasewana.com/buy/nissan-sunny-n17-sale-kuliyapitiya-7507102,Negotiable,Nissan,Sunny N17,2008,131000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Hyundai Hyundai 1987 Car,https://riyasewana.com/buy/hyundai-hyundai-sale-chilaw-7507098,Negotiable,Hyundai,Hyundai,1987,-,Manual,Petrol,-,-
Nissan March 2000 Car,https://riyasewana.com/buy/nissan-march-sale-kurunegala-7507097,"Rs. 2,425,000",Nissan,March,2000,208000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1000
Chevrolet Cruze 2004 Car,https://riyasewana.com/buy/chevrolet-cruze-sale-ragama-7507086,"Rs. 3,325,000",Chevrolet,Cruze,2004,160000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Chevrolet Cruze 2002 Car,https://riyasewana.com/buy/chevrolet-cruze-sale-nugegoda-7507072,"Rs. 3,175,000",Chevrolet,Cruze,2002,159000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Renault KWID 2018 Car,https://riyasewana.com/buy/renault-kwid-sale-malabe-7507046,"Rs. 2,890,000",Renault,KWID,2018,90000,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",800
Toyota Axio 2018 Car,https://riyasewana.com/buy/toyota-axio-sale-panadura-7507044,"Rs. 10,800,000",Toyota,Axio,2018,99500,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Honda FD3 2007 Car,https://riyasewana.com/buy/honda-fd3-sale-kadawatha-7507039,"Rs. 5,290,000",Honda,FD3,2007,157000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1330
Mazda 626 2000 Car,https://riyasewana.com/buy/mazda-626-sale-nugegoda-7507035,"Rs. 2,500,000",Mazda,626,2000,180460,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",-
Nissan B310 1978 Car,https://riyasewana.com/buy/nissan-b310-sale-piliyandala-7507031,"Rs. 350,000",Nissan,B310,1978,1,Manual,Petrol,-,1200
Honda FIT GP5 S Grade 2015 Car,https://riyasewana.com/buy/honda-fit-gp5-sale-matara-7507019,Negotiable,Honda,FIT GP5 S Grade,2015,118000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Allion 240 2002 Car,https://riyasewana.com/buy/toyota-allion-240-sale-wennappuwa-7506981,"Rs. 5,870,000",Toyota,Allion 240,2002,157000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Toyota Carina Wagon 1987 Car,https://riyasewana.com/buy/toyota-carina-wagon-sale-colombo-7506975,"Rs. 800,000",Toyota,Carina Wagon,1987,200000,Manual,Petrol,-,1500
Suzuki Maruti 2003 Car,https://riyasewana.com/buy/suzuki-maruti-sale-hambantota-7506942,"Rs. 1,200,000",Suzuki,Maruti,2003,-,Automatic,Petrol,-,-
Suzuki A-star VXI 2011 Car,https://riyasewana.com/buy/suzuki-a-star-vxi-sale-pannipitiya-7506936,"Rs. 3,190,000",Suzuki,A-star VXI,2011,87500,Manual,Petrol,-,1000
Daewoo Matiz 2004 Car,https://riyasewana.com/buy/daewoo-matiz-sale-ratnapura-7506934,"Rs. 1,675,000",Daewoo,Matiz,2004,124000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER WINDOW",800
Toyota Prius 2012 Car,https://riyasewana.com/buy/toyota-prius-sale-matara-7506925,"Rs. 9,500,000",Toyota,Prius,2012,90000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Nissan March K11 2000 Car,https://riyasewana.com/buy/nissan-march-k11-sale-kadawatha-7506909,"Rs. 2,530,000",Nissan,March K11,2000,190000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",990
Toyota SE 100 1998 Car,https://riyasewana.com/buy/toyota-se-100-sale-kuliyapitiya-7506904,Negotiable,Toyota,SE 100,1998,12345,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Mitsubishi Colt 2003 Car,https://riyasewana.com/buy/mitsubishi-colt-sale-dehiwala-mount-lavinia-7506876,"Rs. 3,000,000",Mitsubishi,Colt,2003,125050,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1340
Mazda FAMILIA BJ5P 2000 Car,https://riyasewana.com/buy/mazda-familia-bj5p-sale-vavuniya-7506865,"Rs. 3,200,000",Mazda,FAMILIA BJ5P,2000,-,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Toyota Axio Wxb 2017 Car,https://riyasewana.com/buy/toyota-axio-wxb-sale-mirigama-7506859,Negotiable,Toyota,Axio Wxb,2017,34500,Automatic,Hybrid,"AIR CONDITION,POWER STEERING,POWER MIRROR,POWER WINDOW",1500
Nissan B310 1985 Car,https://riyasewana.com/buy/nissan-b310-sale-gampaha-7506850,Negotiable,Nissan,B310,1985,123456,Manual,Petrol,-,1200
Suzuki Swift 2008 Car,https://riyasewana.com/buy/suzuki-swift-sale-balangoda-7506846,"Rs. 4,800,000",Suzuki,Swift,2008,172400,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan B211 1978 Car,https://riyasewana.com/buy/nissan-b211-sale-kandy-7506843,"Rs. 595,000",Nissan,B211,1978,12356,Manual,Petrol,-,1200
Toyota Starlet 1997 Car,https://riyasewana.com/buy/toyota-starlet-sale-gampaha-7506838,"Rs. 3,175,000",Toyota,Starlet,1997,-,Automatic,Diesel,"AIR CONDITION, POWER STEERING",1500
Mazda Demio 2014 Car,https://riyasewana.com/buy/mazda-demio-sale-ja-ela-7506834,"Rs. 4,295,000",Mazda,Demio,2014,164000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1340
Suzuki Wagon R Fx Safety 2017 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-negombo-7506810,"Rs. 5,550,000",Suzuki,Wagon R Fx Safety,2017,75000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",660
Nissan Trad Sunny HB12 1987 Car,https://riyasewana.com/buy/nissan-trad-sunny-sale-gampaha-7506796,"Rs. 1,050,000",Nissan,Trad Sunny HB12,1987,-,Manual,Petrol,-,1500
Nissan B211 1982 Car,https://riyasewana.com/buy/nissan-b211-sale-matale-7506792,"Rs. 580,000",Nissan,B211,1982,-,Manual,Petrol,-,1400
Nissan Wingroad VY11 2000 Car,https://riyasewana.com/buy/nissan-wingroad-vy11-sale-kottawa-7506784,"Rs. 2,775,000",Nissan,Wingroad VY11,2000,100000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Mitsubishi Lancer Box 1984 Car,https://riyasewana.com/buy/mitsubishi-lancer-box-sale-divulapitiya-7506764,Negotiable,Mitsubishi,Lancer Box,1984,-,Manual,Petrol,-,1400
Honda Insight Ze2 2011 Car,https://riyasewana.com/buy/honda-insight-ze2-sale-colombo-7506758,"Rs. 6,300,000",Honda,Insight Ze2,2011,175000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1330
Tata Indica 2015 Car,https://riyasewana.com/buy/tata-indica-sale-kegalle-7506755,"Rs. 2,450,000",Tata,Indica,2015,170000,Manual,Petrol,"AIR CONDITION, POWER STEERING",1300
Suzuki Maruti 1993 Car,https://riyasewana.com/buy/suzuki-maruti-sale-kandy-7506754,Negotiable,Suzuki,Maruti,1993,92000,Manual,Petrol,AIR CONDITION,800
Suzuki Wagon R Stingray 2020 Car,https://riyasewana.com/buy/suzuki-wagon-r-sale-colombo-7506742,"Rs. 6,450,000",Suzuki,Wagon R Stingray,2020,66800,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",690
Toyota Carina SI 1999 Car,https://riyasewana.com/buy/toyota-carina-si-sale-ratnapura-7506728,"Rs. 4,100,000",Toyota,Carina SI,1999,260,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1800
Kia RIO 2001 Car,https://riyasewana.com/buy/kia-rio-sale-kalutara-7506715,Negotiable,Kia,RIO,2001,137000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1490
Toyota Allion 2002 Car,https://riyasewana.com/buy/toyota-allion-sale-embilipitiya-7506703,"Rs. 5,650,000",Toyota,Allion,2002,234000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Isuzu Gemini JT600 1989 Car,https://riyasewana.com/buy/isuzu-gemini-jt600-sale-colombo-7506696,"Rs. 800,000",Isuzu,Gemini JT600,1989,400000,Manual,Diesel,"AIR CONDITION, POWER STEERING, POWER MIRROR",1500
Toyota Ke36 1979 Car,https://riyasewana.com/buy/toyota-ke36-sale-matara-7506687,"Rs. 265,000",Toyota,Ke36,1979,11111,Manual,Petrol,-,1200
Nissan Bluebird Sylphy FG 10 2001 Car,https://riyasewana.com/buy/nissan-bluebird-sylphy-sale-embilipitiya-7506684,"Rs. 3,450,000",Nissan,Bluebird Sylphy FG 10,2001,168000,Automatic,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1500
Nissan FB14 1996 Car,https://riyasewana.com/buy/nissan-fb14-sale-kandy-7506683,"Rs. 2,250,000",Nissan,FB14,1996,3,Manual,Petrol,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",1300
Mercedes-Benz C350e 2016 Car,https://riyasewana.com/buy/mercedes-benz-c350e-sale-colombo-7506673,"Rs. 21,050,000",Mercedes-Benz,C350e,2016,54000,Automatic,Hybrid,"AIR CONDITION, POWER STEERING, POWER MIRROR, POWER WINDOW",3000
